restaurantID,restaurantName,address,Average Cost for two,hasTableBooking,HasOnlineDelivery,isDeliveringNow,switchToOrderMenu,aggregateRating,votes
312848,Punjabi Tadka,Shop 6 EA-114- Main Market- Inderpuri- Naraina- New Delhi,250,No,No,No,No,0,0
18474850,Sardar A Pure Meat Shop,E-46- Main Road- Naraina- New Delhi,150,No,No,No,No,0,0
18429186,Shahi Hyderbadi Biryani,WZ 143- Ring Road- Naraina- New Delhi,250,No,No,No,No,0,0
18312656,Shashi's China Wok,EG-120- Inderpuri- Naraina- New Delhi,250,No,No,No,No,0,2
18416741,Urban Palate,A-1- Shindi Colony- Naraina Vihar- Naraina- New Delhi,300,No,No,No,No,0,0
18425182,Wrapss,A-34- Naraina Industrial Area- Near Pearl Academy- Naraina- New Delhi,350,No,No,No,No,0,1
18464625,China Kitchen,Singhloa Marble Market- Main G.T Karnal Road- Narela- New Delhi,350,No,No,No,No,0,0
18435330,Chowringhee,Shop 3- Main Bus Stand Bawana- Khajan Market Bawana- Narela- New Delhi,250,No,No,No,No,0,0
18435326,D-Food,Shop 3- Plot 1161- Opposite Old Sabji Mandi- Kanjhawala Road Bawana- Narela- New Delhi,500,No,No,No,No,0,0
18464648,Kith N Kin Cafeteria,Khasra 360-361- Village Mamurpur- Main Alipur Road- Narela- New Delhi,300,No,No,No,No,0,0
18464629,Lazeez Rasoi,Saria Nath Market- Sabji Mandi- Narela- New Delhi,300,No,No,No,No,0,0
18435322,Red Rose Restaurant,U-59- Lampur Road- Near Delhi Nagrik Sehkari Bank- Narela- New Delhi,450,No,No,No,No,0,0
18014151,Shri Bikaner Sweets & Restaurant,Kissan Bhawan- Main Delhi Road- Village Bawana- Narela- New Delhi,500,No,No,No,No,0,0
18375378,Welcome Family Restaurant,Shop 1962/1- Arya Samaj Road- Near Sabzi Mandi- Narela- New Delhi,400,No,No,No,No,0,0
310408,Al Bake,Shop 7- 57- Manjusha Building- Nehru Place- New Delhi,400,No,No,No,No,2.7,38
1185,Americana Kitchen and Bar,Shop 5- Ground Floor- Satyam Cineplex- Nehru Place- New Delhi,1900,Yes,No,No,No,2.8,105
5536,Bawa Snacks Corner,G 4- Skyline House 85- Nehru Place- New Delhi,150,No,No,No,No,2.8,11
18393213,Bhimsain's Bengali Sweet House,4- Kundan House- Near Overseas Bank- Nehru Place- New Delhi,450,No,No,No,No,2.9,4
308336,Cafe Coffee Day,Shop 2- Plot 70- The Great Eastern Center- Nehru Place- New Delhi,450,No,No,No,No,3.1,13
637,Cafe Coffee Day,101-104- Ist Floor- Dinar Bhavan- Nehru Place- New Delhi,450,No,Yes,No,No,3,38
313159,Dolce Gelato,Ground Floor- Modi Towers- Nehru Place- New Delhi,300,No,Yes,No,No,3.2,9
3608,Domino's Pizza,7- Satyam Complex- Nehru Place- New Delhi,700,No,No,No,No,3,71
3636,Gopala,G-4A/56- Eros Apartments- Nehru Place- New Delhi,150,No,No,No,No,3,12
312790,New Punjabi Khana,1st Floor- 103 & 104- Pragati House- Nehru Place- New Delhi,200,No,No,No,No,3.1,8
5537,New Vishal Corner,G-4- Vishal Building 95- Nehru Place- New Delhi,250,No,No,No,No,3.1,14
308347,Punjabi Khana,G-8- Eros Apartment 56- Nehru Place- New Delhi,200,No,No,No,No,3.2,14
2602,Rajshree,G-4- 44- Dinaar Bhawan- Satyam Cinema- Nehru Place- New Delhi,250,No,No,No,No,3.1,11
3638,Snack Junction,G-5- 56- Eros Apartments- Nehru Place- New Delhi,250,No,No,No,No,3,27
18017281,Sona,53-54- 1st Floor- Goverdhan House- Nehru Place- New Delhi,400,No,No,No,No,3.4,29
3607,Southy,15- Satyam Cineplex- Nehru Place- New Delhi,450,No,Yes,No,No,2.5,94
3069,The First Floor,Building 58- 1st Floor- Sahyog Bhavan- Nehru Place- New Delhi,1000,Yes,Yes,No,No,3.1,14
18268390,Hype,S-1- American Plaza- Eros Hotel- Nehru Place- New Delhi,4700,No,No,No,No,3.7,142
196,McDonald's,Shop 1- Plot 45- Satyam Cinema Complex- Nehru Place- New Delhi,500,No,Yes,No,No,3.7,177
5487,New Punjabi Khana,G-7/35-36- Aggarwal Bhawan- Nehru Place- New Delhi,200,No,No,No,No,3.9,104
308331,Pizza Hut Delivery,8-9- Satyam Cinema Complex- Nehru Place- New Delhi,800,No,Yes,No,No,3.6,103
18126080,Shree Rathnam,Shop G-8/9- Plot 32-33- Kusal Bazar- Near Satyam Cinema- Nehru Place- New Delhi,800,No,No,No,No,3.6,58
148,Subway,3- Satyam Cineplex- Nehru Place- New Delhi,500,No,No,No,No,3.6,142
18412898,Al Mughal,57/5- Manjusha Building- Nehru Place- New Delhi,250,No,No,No,No,0,2
5528,Anupama Restaurant,GF 10- Bajaj House- Building 97- Nehru Place- New Delhi,150,No,No,No,No,0,1
17953929,Cafe Einstein,21- Paharpur Business Centre- Nehru Place- New Delhi,550,No,No,No,No,0,1
18355121,Delicious Eating Corner,Shop 2 & 3- DDA Mini Market- Opposite Wine Shop- Nehru Place- New Delhi,400,No,No,No,No,0,0
9210,Gupta Rasoi,60- DDA Mini Market- Opposite Chiranjiv Tower- Nehru Place- New Delhi,200,No,No,No,No,0,1
2703,Paras Chicken Point,DDA Mini Market- Behind Paras Cinema- Nehru Place- New Delhi,400,No,No,No,No,0,1
18478963,Ralhan Eating Corner,Shop 2- DDA Mini Market- Opposite Wine Shop- Nehru Place- New Delhi,200,No,No,No,No,0,0
2232,Pind Balluchi,103/104-A- Goverdhan House- Behind Satyam Cinema- Nehru Place- New Delhi,1000,Yes,Yes,No,No,2.4,184
2775,Oh! Calcutta,Ground Floor- E Block- Opposite Satyam Cinema- Nehru Place- New Delhi,1400,Yes,Yes,No,No,4.4,1293
311623,Alcoholic Lounge & Bar,Level 1- Fun Cinemas- North Square Mall- Netaji Subhash Place- New Delhi,1800,Yes,No,No,No,2.8,21
311077,Baljeet's Amritsari Koolcha,G-36- Aggarwal Millenium- Tower 1- Netaji Subhash Place- New Delhi,300,No,No,No,No,3.1,110
492,Bikanervala,1- ITL Twin Tower- Netaji Subhash Place- New Delhi,550,No,Yes,No,No,3.4,89
304030,Cafe Coffee Day,C-123- PP Towers- Netaji Subhash Place- New Delhi,450,No,No,No,No,3.3,32
18366028,Chicago Pizza,G-41- Agarwal Millenium Tower 1- Netaji Subhash Place- New Delhi,500,No,Yes,No,No,3.4,42
18168143,Cocoberry,12-13- PP Tower- Main Camp Road- Netaji Subhash Place- New Delhi,300,No,Yes,No,No,3.3,32
18294246,Dilli Chaap Wale,G-41- Aggarwal Cyber Plaza 1- Netaji Subhash Place- New Delhi,450,No,No,No,No,3.4,24
2370,Dips,G 37- Aggarwal Millenium- Netaji Subhash Place- New Delhi,300,No,No,No,No,2.8,23
3893,Domino's Pizza,G-11- 12- & 17- Plot C-4- 5- & 6- Aggarwal Cyber Plaza- Netaji Subhash Place- New Delhi,700,No,No,No,No,3.4,85
5366,Gullu's,ITL Twin Tower- Netaji Subhash Place- New Delhi,550,No,No,No,No,2.9,45
18037828,Hashtag Foods,G-89- Aggarwal Millennium- Tower 2- Netaji Subhash Place- New Delhi,300,No,Yes,No,No,3.4,80
2377,Mini Meals,G-45- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,300,No,No,No,No,2.7,66
18384151,No Name - Taste Hi Kaafi Hai,Unit G-73- Aggarwal Cyber Plaza 2- Netaji Subhash Place- New Delhi,400,No,Yes,No,No,3.2,31
2966,Pind Balluchi,113 to 120- 1st Floor- PP Tower- Netaji Subhash Place- New Delhi,1000,Yes,Yes,No,No,2.7,261
257,Pizza Hut,G-5- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,1000,No,Yes,No,No,3.3,211
2380,Raj Bhature wala,G-40- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,350,No,Yes,No,No,3.4,84
18285222,Rolls Tiger,G-36- PP Tower- Netaji Subhash Place- New Delhi,450,No,Yes,No,No,3.4,49
309463,SGF - Spice Grill Flame,G-76- Ground Floor- Aggarwal Millenium- Tower 2- Netaji Subhash Place- New Delhi,500,No,Yes,No,No,3.4,80
18219550,Smoksha Cafe and Lounge,G-55/58- Aggrawal Metro Heights- Netaji Subhash Place- New Delhi,600,No,No,No,No,3.4,60
3230,Subway,2-4- Metro Station- Netaji Subhash Place- New Delhi,500,No,Yes,No,No,3.4,131
309542,Sura Vie,101- Aggarwal Cyber Plaza 1- Netaji Subhash Place- New Delhi,1400,Yes,Yes,No,No,3.4,391
2965,Billu's Hut,G-28- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,350,No,No,No,No,3.9,813
3372,BTW,G-46- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,200,No,No,No,No,3.7,459
312223,Burger King,1st Floor- Plot C-1- 2 & 3- PP Towers- Netaji Subhash Place- New Delhi,500,No,Yes,No,No,3.6,426
8828,Cafe Coffee Day,Redpro Building- Near Max Hospital- Netaji Subhash Place- New Delhi,450,No,No,No,No,3.5,50
2524,Chills 'n' Grills,G-33- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,350,No,Yes,No,No,3.6,69
18458640,Fusion N Food,G-4- Pearl Best Height 1- Netaji Subhash Place- New Delhi,300,No,No,No,No,3.8,22
2532,Giani,G-33 & 34- Aggarwal Cyber Plaza- Netaji Subhash Place- New Delhi,400,No,Yes,No,No,3.6,87
5368,Hot Spot,G-49- Aggarwal Millenium- Tower 1- Netaji Subhash Place- New Delhi,400,No,No,No,No,3.8,201
18272383,La Americana,101-102- HB Twin Tower- Max Hospital- Netaji Subhash Place- New Delhi,450,No,Yes,No,No,3.6,139
18332018,Mogambo Khush Hua,G-45- Agarwal Cyber Plaza- Netaji Subhash Place- New Delhi,400,No,Yes,No,No,3.8,121
18423901,Niti Shake & Ice Cream Hub,G 75- Agarwal Cyber Plaza II- Netaji Subhash Place- New Delhi,200,No,No,No,No,3.8,23
1969,Pacific Asia,G-3- Cascade Shopping Center- Netaji Subhash Place- New Delhi,1200,Yes,Yes,No,No,3.7,151
18455548,Papa Veg Chinese Food,Shop G-25- Ground Floor- Aggarwal Millennium Tower 1- Netaji Subhash Place- New Delhi,450,No,Yes,No,No,3.8,29
310126,Pasta Hut,Shop 72- Aggarwal Heights- Netaji Subhash Place- New Delhi,400,No,No,No,No,3.5,82
5291,Ram G Snacks & Food Corner,20- GDITL- North X Tower- Netaji Subhash Place- New Delhi,150,No,No,No,No,3.5,34
3522,Sandwich King,G-30- Aggarwal Millenium Tower- Netaji Subhash Place- New Delhi,500,No,No,No,No,3.8,99
18345519,Shake Eat Up,G-7- Pearls Best Heights-II- Near Max Hospital- Netaji Subhash Place- New Delhi,400,No,No,No,No,3.9,155
305967,Starbucks,HB Twin tower- Netaji Subhash Place- New Delhi,700,No,No,No,No,3.7,294
18432015,The Chai Story,G-7- HB Twin Tower- Netaji Subhash Place- New Delhi,300,No,No,No,No,3.6,22
18204820,Themis Barbecue House,Shop 251- 2nd Floor- Aggarwal Millennium Tower 1- Netaji Subhash Place- New Delhi,1400,Yes,No,No,No,3.8,457
18361244,Utsav,Shop G-17- Aggarwal Millenium Tower-I- Netaji Subhash Place- New Delhi,250,No,No,No,No,3.5,13
9561,Barbeque Nation,101 & 102- 1st Floor- Agarwal Corporate Heights- Netaji Subhash Place- New Delhi,1600,No,No,No,No,4.1,937
18466059,Bistro 57,G-9- P.P. Towers- Netaji Subhash Place- New Delhi,500,No,No,No,No,4,20
18361780,Calendar Khana Laao,D-6- Netaji Subhash Place- New Delhi,1000,No,Yes,No,No,4.2,42
18208880,Chaayos,Ground Floor- PP Tower- Netaji Subhash Place- New Delhi,400,No,Yes,No,No,4.1,156
307620,Eleven Course,NDM 2- Netaji Subhash Place- New Delhi,1650,No,No,No,No,4,537
302242,Sinciti,1st Floor- Gopal Heights- Plot D-9- Netaji Subhash Place- New Delhi,1200,Yes,Yes,No,No,4,277
310348,Admission Lounge,7- Commercial Complex- New Friends Colony- New Delhi,2500,Yes,No,No,No,2.7,24
309680,Al Zaika,1/9C- Main Road- Taimoor Nagar- New Friends Colony- New Delhi,700,No,No,No,No,2.9,8
1508,Angels in my Kitchen,9-AB- Taimur Nagar- New Friends Colony- New Delhi,350,No,Yes,No,No,3.2,88
18312565,Asian Curry,Shop 6- LSC Site- CSC- New Friends Colony- New Delhi,800,No,No,No,No,3,5
311553,Chaska,D-268/2- Tikona Park- Jamia Nagar- New Friends Colony- New Delhi,500,No,No,No,No,3.3,47
7720,Chik Chow,25-27- LSC- New Friends Colony- New Delhi,650,No,Yes,No,No,3.3,62
308332,Deep Sweet Corner,74 Bharat Nagar- New Friends Colony- New Delhi,400,No,No,No,No,2.7,16
306331,Deepika Khaitan's Cakes,70-B- West New Friends Colony- New Delhi,700,No,No,No,No,2.9,4
18303863,Dhaba On Wheels,Next to Mata Ki Mandir- New Friends Colony- New Delhi,600,No,No,No,No,2.7,15
212,Domino's Pizza,32-33- Grandlays Cinema Complex- New Friends Colony- New Delhi,700,No,No,No,No,2.8,95
304183,Evergreen Sweets,156- Opposite Escort Heart Institute- New Friends Colony- New Delhi,350,No,No,No,No,2.8,14
1915,Gopala,Shop 38- C Block Market- Near Mata Mandir- New Friends Colony- New Delhi,250,No,No,No,No,3,7
5901,Green Chick Chop,29 & 43- Block C- New Friends Colony- New Delhi,350,No,No,No,No,3,12
311824,Halal Pizza Fun,E-268- Ground Floor- Tikona Park- Jamia Nagar- New Friends Colony- New Delhi,450,No,No,No,No,3.1,7
18376488,Keventers,Shop 15- Community Centre- New Friends Colony- New Delhi,400,No,Yes,No,No,3.3,13
300013,Khan Chicken Biryani,158- Sarai Julena- Jamia Nagar- Near- New Friends Colony- New Delhi,500,No,No,No,No,2.9,9
181,McDonald's,Near Grindlays Cinema- New Friends Colony- New Delhi,500,No,Yes,No,No,3.4,127
18277019,Midnight Bites,Jamia Nagar- Near- New Friends Colony- New Delhi,550,No,No,No,No,3.1,10
7721,Moti Mahal Delux,31- LSC- New Friends Colony- New Delhi,800,No,Yes,No,No,2.9,44
308334,MT Everest Food Corner,Shop 99- Sarai Jullena- Near Escort Hospital- Near New Friends Colony- New Delhi,700,No,No,No,No,2.9,28
309675,Muradabad Ki Mashoor Sama Chicken Biryani,Opposite Escort Hospital- Sarai Jullena- New Friends Colony- New Delhi,350,No,No,No,No,2.9,5
300020,New Laziz,9 C- Taimoor Nagar- Near Honey Money Top- New Friends Colony- New Delhi,550,No,No,No,No,2.9,6
7717,Talab South Indian Restaurant,156 D- Sarai Julena- Near Escort Heart Institute- Okhla Road- New Friends Colony- New Delhi,200,No,No,No,No,2.7,14
303547,Tipu Sultan Chicken Point,Near Batla House Bus Stand- Jamia Nagar- Near- New Friends Colony- New Delhi,250,No,No,No,No,3.2,27
18228903,Yo Wok,A-92- Namberdar Estate- Gurudwara Road- New Friends Colony- New Delhi,750,Yes,No,No,No,2.8,4
18428200,Zoet Desserts,11- Eastern Avenue Maharani Bagh- New Friends Colony- New Delhi,600,No,No,No,No,3,8
18144480,Zooby's Kitchen,New Friends Colony- New Delhi,800,No,No,No,No,2.8,21
302945,Hotel Malabar,37-A- Sarai Juliena- New Friends Colony- New Delhi,400,No,No,No,No,3.6,129
18471283,Hwealthcafe,Plot 11- 1st Floor- Above Canara Bank- Community Centre Market- New Friends Colony- New Delhi,800,No,Yes,No,No,3.5,29
18337892,Noorjahan,A-36- ICs Hotel- Abul Fazal Enclave- Near Jamia Nagar Thaana- New Friends Colony- New Delhi,700,No,No,No,No,3.8,17
267,Pizza Hut Delivery,19-20- Grandlay Cinema Building- New Friends Colony- New Delhi,800,No,Yes,No,No,3.9,189
18424893,Sushiya Express,A-92 C- 2nd Floor- New Friends Colony- New Delhi,800,No,Yes,No,No,3.5,30
306526,Tuptakes,84 C- D Block- Bharat Nagar- New Friends Colony- New Delhi,350,No,No,No,No,3.6,52
18133511,Annapurna Food Point,Shop 2/8- DDA Market- Opposite Maharani Bagh- Kilokari- New Friends Colony- New Delhi,200,No,No,No,No,0,1
18456744,Arabian & Turkish Cafe,New Friends Colony- New Delhi,400,No,No,No,No,0,0
303559,Brij Palace Restaurant,4- Okhla Bus Stand- Jamia Nagar- Near- New Friends Colony- New Delhi,250,No,No,No,No,0,2
18352261,Bruncheez,112- Hari Nagar Ashram- New Friends Colony- New Delhi,150,No,No,No,No,0,2
310692,Buena Tierra,Shop 4- CSC Market- A Block- New Friends Colony- New Delhi,300,No,No,No,No,0,2
18313141,Cafe Coffee Day,1st Floor- Escorts Heart Institute- New Friends Colony- New Delhi,450,No,No,No,No,0,2
312446,Chokoreto - The Cake Design Studio,M-33- Srinivas Puri- New Friends Colony- New Delhi,300,No,No,No,No,0,1
18245296,Crazylicious Cakes N Desserts,A-28- New Friends Colony- New Delhi,300,No,No,No,No,0,2
18254540,Halal Pizza 'n' Joy,68- Tikona Park Jamia Nagar- New Friends Colony- New Delhi,450,No,No,No,No,0,2
18354644,Shree Bhojnalaya,Sarai Julena- Near Red Light- New Friends Colony- New Delhi,100,No,No,No,No,0,0
7684,Shree Laxmi Dhaba,Opposite Fortis Escorts Hospital- Sarai Julena- New Friends Colony- New Delhi,100,No,No,No,No,0,3
18180047,Swaad Restaurant,D-2/E-321- Near MCD School- Okhla Main Road- New Friends Colony- New Delhi,700,No,No,No,No,0,2
18366586,The Bay Leaf,D-88- Saraia Jullena- Okhla Road- New Friends Colony- New Delhi,500,No,No,No,No,0,1
112,Lotus Pond,K-185- Surai Jullena- New Friends Colony- New Delhi,1800,Yes,Yes,No,No,4.2,391
1903,Cafe Turtle,8- Nizamuddin East Market- Nizamuddin- New Delhi,1000,No,No,No,No,3.2,36
300710,Gulfam Kashmiri Wazwan,3- Building 5- Basti- Hazrat Nizamuddin- Nizamuddin- New Delhi,300,No,No,No,No,3.4,38
308065,Kit Care Kabab Corner,Shop T21- Near Musafir Khaana- Nizamuddin- New Delhi,350,No,No,No,No,2.9,10
18441549,Liter Basar,Nizamuddin East- Nizamuddin- New Delhi,350,No,No,No,No,3.1,7
3685,N. Iqbal Restaurant,268A- Jha Basti Market- Hazrat Nizamuddin West- Nizamuddin- New Delhi,350,No,No,No,No,3.2,40
303599,Ghalib Kabab Corner,Shop 57- Ghalib Road- Near Lal Mahal- Nizamuddin- New Delhi,300,No,No,No,No,3.9,251
462,Karim's,168/2- Jha House Basti- Nizamuddin West- Nizamuddin- New Delhi,800,Yes,Yes,No,No,3.7,360
18474567,Chick Fish Point,A-58- Baoli Gate- Nizamuddin- New Delhi,350,No,No,No,No,0,2
18434504,Monis Kada Hotel,House T-4A- Nizammuddin Dargah Market- Nizamuddin- New Delhi,400,No,No,No,No,0,0
680,Comesum,Railway Station- Nizamuddin West- Nizamuddin- New Delhi,350,No,No,No,No,2.2,251
18222581,Lunch Express,Okhla Phase 1- New Delhi,250,No,No,No,No,3.3,27
18432628,Aloo Bhaji Restaurant,C-19- DDA Sheds- Okhla Phase 1- New Delhi,500,No,No,No,No,0,0
18357551,Chinese Corner,A-263- Vishwakarma Colony- MB Road- Near- Okhla Phase 1- New Delhi,300,No,No,No,No,0,0
18360900,Gupta Bhojnalya,HR-227- 60 Feet Road- Pul Pahladpur- Okhla Phase 1- New Delhi,300,No,No,No,No,0,0
18358168,Sam's 22,Shop A-3/A1- Main Road- Vishwakarma Colony- Okhla Phase 1- New Delhi,250,No,No,No,No,0,0
18472680,The Bakery,A-47- Vishwakarma Colony- Near Okhla Phase 1- New Delhi,300,No,No,No,No,0,0
18409180,Twenty Four Seven,Jai Sai Motors- Indian Oil Petrol Pump- Near Hotel Crowne Plaza- Okhla Phase 1- New Delhi,300,No,No,No,No,0,0
18429188,Vishal Snacks,A-1- Vishwakarma Colony- Near BSES Complaint Center- Okhla Phase 1- New Delhi,300,No,No,No,No,0,0
310164,Chawla Dhaba,P-38- Industrial Area- Okhla Phase 2- New Delhi,500,No,Yes,No,No,3,10
7712,Shri Gupta'z,6- DSIDC Market- Scheme 3- Okhla Industrial Area- Okhla Phase 2- New Delhi,500,No,No,No,No,3.2,18
18311948,The Golden Leaf,C-42- Industrial Area- Okhla Phase 2- New Delhi,700,No,No,No,No,3,6
7483,Red Moon Bakery,Okhla Industrial Area- Okhla Phase 2- New Delhi,400,No,No,No,No,3.5,26
18355004,Cafe Point,C-42- Main Road- Industrial Area- Okhla Phase 2- New Delhi,100,No,No,No,No,0,0
18291238,TLC Kitchen,Okhla Phase 2- New Delhi,600,No,No,No,No,0,2
18472436,Berco's,2nd Floor- Food Court- Pacific Mall- Tagore Garden- New Delhi,1100,Yes,No,No,No,3.1,5
9037,Bikano Chat Cafe,Pacific Mall- Tagore Garden- New Delhi,500,No,No,No,No,2.6,55
18391581,BonJuz,Food Court- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,200,No,No,No,No,3.1,8
7077,Cafe Coffee Day - The Lounge,Ground Floor- Pacific Mall- Tagore Garden- New Delhi,750,No,No,No,No,2.6,29
306586,Chicago Pizza,2nd Floor- Food Court- Pacific Mall- Tagore Garden- New Delhi,800,No,No,No,No,3.2,69
306495,Domino's Pizza,Pacific Mall- Tagore Garden- New Delhi,700,No,No,No,No,3.3,69
9061,Dosa Village,2nd Floor- Food Court- Pacific Mall- Tagore Garden- New Delhi,500,No,No,No,No,3.2,36
18357946,Dunkin' Donuts,Pacific Mall- Second Floor- Subhash Nagar- New Delhi,600,No,No,No,No,3.4,36
308991,Gelato Italiano,Food Court- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,200,No,No,No,No,3.3,18
7071,Gelato Vinto,1st Floor- Pacific Mall- Tagore Garden- New Delhi,250,No,Yes,No,No,2.7,17
18282040,Keventers,SK-2- Food Court- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,400,No,No,No,No,3.2,19
8379,KFC,Ground Floor- Pacific Mall- Tagore Garden- New Delhi,500,No,Yes,No,No,2.6,47
9040,Kings Kulfi,Lower Ground Floor- Pacific Mall- Tagore Garden- New Delhi,150,No,No,No,No,3.3,18
18367984,Mr. Sub,Lower Ground Floor Pacific Mall- Tagore Garden- New Delhi,400,No,No,No,No,2.8,6
4455,Shanghai Moon,2nd Floor- Food Court- Pacific Mall- Tagore Garden- New Delhi,800,Yes,No,No,No,2.6,71
4454,The Blue Tandoor,2nd Floor- Food Court- Pacific Mall- Tagore Garden- New Delhi,700,No,No,No,No,2.6,46
4560,Costa Coffee,6/7- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,600,No,No,No,No,3.6,53
4563,Giani's,36- Food Court- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,400,No,No,No,No,3.9,51
5062,Hinglish - Cafe Beach Bar,Ground Floor- Pacific Mall- Tagore Garden- New Delhi,1600,Yes,Yes,No,No,3.7,792
4568,Spaghetti Kitchen,8 & 9- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,2000,Yes,Yes,No,No,3.8,601
4566,Subway,37- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,500,No,No,No,No,3.5,65
18383434,Swiss Softy,Lower Ground Floor- Pacific Mall- Tagore Garden- New Delhi,250,No,No,No,No,3.9,31
308972,The Bubble Tea,Food Court- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,250,No,No,No,No,3.5,35
307560,Creambell & Chocoxess,LG-K06- Oppsite Bata- Lower Ground Floor- Pacific Mall- Tagore Garden- New Delhi,200,No,No,No,No,0,0
18336478,Hang Out,3rd Floor- Pacific Mall- Opposite Unisex Saloon- Tagore Garden- New Delhi,1000,Yes,No,No,No,0,3
309004,Mx Corn,Food Court- 2nd Floor- Pacific Mall- Tagore Garden- New Delhi,100,No,No,No,No,0,1
18492109,The Belgian Fries Company,2nd Floor- Food Court- Pacific Mall- Tagore Garden- New Delhi,400,No,No,No,No,0,1
6283,Al-Sameer,39 & 40- Arakashan Road- Paharganj- New Delhi,400,No,No,No,No,2.9,5
6356,Allure,65- D.B. Gupta Road- Paharganj- New Delhi,600,No,No,No,No,2.8,6
18356800,BarShala,4- New Delhi Airport Express Mall- Opposite New Delhi Railway Station- Ajmeri Gate- Near Paharganj- New Delhi,600,No,No,No,No,3.1,14
18253103,Bikaner House,1604- Main Bazar- Paharganj- New Delhi,500,No,No,No,No,3,4
304152,Cafe Coffee Day,Ground Floor- New Delhi Metro Station- Paharganj- New Delhi,450,No,No,No,No,2.7,16
18287392,Cafe CoffeeCo,5111- Main Market- Gali Thanedarwali- Paharganj- New Delhi,350,No,No,No,No,3.4,21
3116,Cafe Festa,1832- Laxmi Narain Street- Chuna Mandi- Paharganj- New Delhi,600,No,Yes,No,No,3.2,38
308620,Cheers Lounge Bar,Plot 1- Block 88 A- Krishna Market- Main Bazaar- Paharganj- New Delhi,1100,Yes,No,No,No,2.8,8
300608,Chowmein Hut,1346- Sangarashan- Paharganj- New Delhi,200,No,No,No,No,2.9,4
302162,Club India Cafe & Restaurant,4797- 2nd Floor- 6 Tooti Chowk- Paharganj- New Delhi,900,Yes,No,No,No,2.9,32
308187,Domino's Pizza,Plot 8- Desh Bandhu Gupta Road- Paharganj- New Delhi,700,No,No,No,No,3.1,29
8292,Everest Bakery Cafe,899- Chandiwaali Galli- Main Bazar- Paharganj- New Delhi,700,No,No,No,No,2.8,19
307114,Everest Kitchen,1171-1175- Main Market- Paharganj- New Delhi,550,No,No,No,No,3.2,18
18408059,Exotic Rooftop Restaurant,4792- Main Bazar- 6 Tooti Chowk- Paharganj- New Delhi,600,No,Yes,No,No,3,5
308614,Flavours,7972- Arakshan Road- Paharganj- New Delhi,500,No,No,No,No,2.9,11
304217,Gagan Assam Bengal Restaurant,7974- Arakashan Road- Paharganj- New Delhi,300,No,No,No,No,2.9,7
302724,Gold Resto Bar,4350- Main Bazaar- Paharganj- New Delhi,850,Yes,No,No,No,2.9,8
5799,Grand Madras Cafe,8301/4- Multani Dhanda- Paharganj- New Delhi,250,No,No,No,No,2.9,4
3117,Green Chilli,Roxy Hotel- 2351- Raj Guru Road- Chuna Mandi- Paharganj- New Delhi,800,Yes,No,No,No,2.8,17
300639,Gurdev Punjabi Restaurant,8563- Arakashan Road- Paharganj- New Delhi,200,No,No,No,No,3,8
18384879,Haji Irshad Biryani Centre,BB-94- Amar Puri- Nabi Karim- Paharganj- New Delhi,200,No,No,No,No,3,6
18481280,Hungerzz Grill,Gali 4- Multani Dhanda- Near Hotel R- Paharganj- New Delhi,250,No,No,No,No,3,4
300635,Janta Sweets,9360 61/8- Multani Dhanda,200,No,No,No,No,3,9
302159,Khosla Cafe,5024- Main Bazaar- Paharganj- New Delhi,400,No,No,No,No,3.2,18
18204494,King Bar & Restaurant,7/7- Desh Bandhu Gupta Road- Paharganj- New Delhi,900,Yes,No,No,No,3,10
305135,Le Fairway Restaurant & Bar,Hotel Le Roi 2206- Rajguru Road- Chuna Mandi- Paharganj- New Delhi,1000,Yes,No,No,No,3.1,17
302155,Madan Cafe & Restaurant,1601- Main Bazaar- Paharganj- New Delhi,300,No,No,No,No,3.1,28
3119,Malhotra Restaurant,1833-34- Laxmi Narain Street- Chuna Mandi- Paharganj- New Delhi,800,Yes,No,No,No,2.9,32
3254,Metropolis Bar,1634- Main Bazaar- Paharganj- New Delhi,700,No,No,No,No,3,22
302272,Mikky Restaurant,2-3- Ram Nagar Market- Paharganj- New Delhi,800,No,No,No,No,2.8,18
300616,Mourya Sweets Chat Bhandar,9922 23/5- Multani Dhanda- Paharganj- New Delhi,200,No,No,No,No,2.9,4
5796,My Bar & Restaurant,5136- Main Bazaar- Near Rama Krishna Ashram Metro Station- Paharganj- New Delhi,700,No,No,No,No,3.2,679
310595,My Love Restaurant & Bar,23-B- Panchkuian Road- Near RK Ashram Marg Metro Station- Paharganj- New Delhi,1000,Yes,No,No,No,2.7,19
